Epoch,nRR,HR_bpm,AVNN_ms,SDNN_ms,RMSSD_ms,LF_HF,DFA_a1,SampEn
1,312,62.6642341874906,957.483974358974,61.051870831807,48.3098586598005,1.12199147651842,0.947235961999607,1.88528552723888
2,330,66.3995036804775,903.621212121212,83.7676198679652,46.8109111017537,0.874411020856915,1.03697175158088,1.49483945579134
3,348,69.8596450139686,858.864942528736,74.8586882430636,47.6584268352931,0.692864990441592,1.04226804188469,1.90047569273285
4,317,63.7474234578453,941.214511041009,91.194732061956,51.0801058651005,1.10059587833957,0.977776326644784,1.69618883884276
5,365,73.2662005285872,818.931506849315,72.9572222936913,45.3943344966704,0.787548201104636,1.05635030443229,1.97266071534396
